Case ID,Cluster,ICS Score
2010-P-1174,5,1260.15959446
2010-P-1175,2,958.011263587
2010-P-0118,3,1371.07278052
2010-P-1180,5,1201.13206309
2010-P-1181,5,1184.22013
2010-P-1191,2,930.278611432
2010-P-1192,5,1359.20716205
2010-P-1199,5,1258.04871271
2010-P-1203,2,751.397581731
2010-P-1208,3,1385.77415506
2010-P-1209,2,947.751458038
2010-P-1210,2,938.758582276
2010-P-1217,5,1343.27377824
2010-P-1219,3,1373.8055516
2010-P-1224,5,1297.72215501
2010-P-1227,5,1275.42203039
2010-P-1228,5,1344.7426283
2010-P-1229,5,1338.67663461
2010-P-1230,2,735.075430114
2010-P-1231,5,1201.7597901
2010-P-1233,2,972.891628866
2010-P-1238,5,1301.58095486
2010-P-1242,2,959.567126288
2010-P-1247,2,967.044716905
2010-P-1248,5,1212.90028827
2010-P-0125,3,1390.11228246
2010-P-1250,5,1246.78288631
2010-P-0126,2,884.867627785
2010-P-1265,5,1353.90288631
2010-P-1266,2,950.754675015
2010-P-1275,5,1262.54686759
2010-P-1279,5,1370.98256209
2010-P-1284,5,881.012022523
2010-P-1290,3,1086.80197549
2010-P-1291,5,1287.76325437
2010-P-1292,3,1382.2273602
2010-P-1296,5,1302.94339764
2010-P-1297,3,1335.89433519
2010-P-0013,2,962.819247625
2010-P-1301,5,1221.17916317
2010-P-1308,2,923.810416283
2010-P-1309,5,1313.96332307
2010-P-1310,5,1299.16796825
2010-P-1314,5,1351.9926447
2010-P-1315,5,1320.75727687
2010-P-1317,5,1236.7633065
2010-P-1318,5,1276.18396319
2010-P-1319,5,1328.89415543
2010-P-0132,3,1203.43862434
2010-P-1320,2,960.967085882
2010-P-1321,2,965.906636801
2010-P-1322,3,1324.15686083
2010-P-1324,5,1337.49497946
2010-P-1325,5,1275.48368663
2010-P-1327,5,1250.8567869
2010-P-1328,5,1291.74738996
2010-P-1329,2,918.824519227
2010-P-0133,2,975.007855581
2010-P-1331,3,1398.69928184
2010-P-1333,5,1232.32116859
2010-P-1337,5,1330.42644938
2010-P-1348,3,1425.06202712
2010-P-1349,5,1283.18010497
2010-P-1350,3,1296.16062904
2010-P-1355,2,971.134292466
2010-P-1358,5,1282.27544338
2010-P-1363,3,1388.16405329
2010-P-1364,3,1360.29700735
2010-P-1365,5,1341.4659718
2010-P-1366,2,933.569536726
2010-P-1369,5,1158.44231448
2010-P-0137,3,1293.26349411
2010-P-1370,5,1262.71647557
2010-P-1373,3,1399.22586646
2010-P-1376,5,1331.84277016
2010-P-1379,5,1284.94372761
2010-P-0138,5,1177.97923587
2010-P-1380,2,972.135767836
2010-P-1384,3,1356.75877318
2010-P-1385,5,1308.09660101
2010-P-1387,5,1191.52980484
2010-P-1393,5,1185.68753765
2010-P-1394,5,1249.39101008
2010-P-1395,5,1272.25157647
2010-P-1399,5,1205.93375662
2010-P-0140,3,1392.89422685
2010-P-1403,5,1278.49278508
2010-P-1412,5,1296.40313057
2010-P-1413,5,1376.72454525
2010-P-1414,5,1310.87901146
2010-P-1417,5,1335.89076961
2010-P-1418,5,1211.75134568
2010-P-1422,2,948.268606798
2010-P-1423,5,1367.26173221
2010-P-1424,5,1354.27129023
2010-P-1425,5,1332.32874266
2010-P-1426,3,1333.41955042
2010-P-1434,3,1281.56668195
2010-P-1442,5,1356.82852498
2010-P-1447,5,1319.9014765
2010-P-1448,5,1255.46386136
2010-P-1458,5,1250.77264661
2010-P-1459,5,1373.22666179
2010-P-1471,5,1345.33545075
2010-P-1472,2,933.117648777
2010-P-0148,5,1266.31543098
2010-P-1483,5,1280.56010282
2010-P-1490,5,1245.88372622
2010-P-1491,3,1395.0467853
2010-P-1499,5,1310.64642821
2010-P-1500,5,1317.8588915
2010-P-1503,5,1267.87026172
2010-P-1504,5,1352.39559941
2010-P-1505,5,1342.61163505
2010-P-1506,5,1260.50490784
2010-P-1512,2,982.915045951
2010-P-1514,5,1319.83534483
2010-P-1520,5,1347.71005269
2010-P-1521,5,1298.22071451
2010-P-1524,5,1384.3988163
2010-P-1526,5,1278.32763055
2010-P-1527,2,898.343609824
2010-P-1528,2,882.524185767
2010-P-1529,5,1325.97916673
2010-P-1532,5,1370.39432716
2010-P-1539,2,885.015276382
2010-P-1544,2,959.739271768
2010-P-1546,5,1127.59516557
2010-P-1547,2,796.636876716
2010-P-1548,5,1326.85015143
2010-P-1549,5,1379.61014202
2010-P-0155,5,1161.98735871
2010-P-1550,3,1328.14292733
2010-P-1557,5,1307.31558024
2010-P-1558,5,1300.50633036
2010-P-1560,5,1302.8404307
2010-P-1562,5,1259.70109487
2010-P-1563,5,1309.98602961
2010-P-1564,5,1267.08687151
2010-P-1566,2,933.697582291
2010-P-1568,5,1334.70365151
2010-P-0157,3,1310.04590712
2010-P-1572,5,1335.68276121
2010-P-1576,5,1192.86545933
2010-P-1583,5,1105.68814475
2010-P-1593,2,870.388974744
2010-P-1594,5,1362.75945431
2010-P-1597,5,1277.36666076
2010-P-1601,5,1329.08422129
2010-P-1603,3,1360.89007461
2010-P-1604,5,1372.25772537
2010-P-0161,3,1403.4876159
2010-P-1614,5,1319.87766951
2010-P-1621,5,1281.60248447
2010-P-1624,2,976.687810566
2010-P-1625,2,934.430832281
2010-P-1626,5,1222.49421012
2010-P-1627,5,1295.36393481
2010-P-1633,2,965.050254746
2010-P-1635,2,945.914192204
2010-P-1637,5,1334.22684724
2010-P-1638,5,1346.71701197
2010-P-0164,5,1241.638621
2010-P-1648,5,1344.39613292
2010-P-0165,3,1291.75574097
2010-P-1651,5,1166.30653401
2010-P-1656,2,963.353425785
2010-P-1658,5,1225.51468118
2010-P-0166,2,839.946413963
2010-P-1660,2,948.952344627
2010-P-1661,5,1216.44462553
2010-P-1673,2,964.41969979
2010-P-1675,5,1336.56661982
2010-P-1681,5,1252.96421176
2010-P-1683,5,1288.37157812
2010-P-1689,2,772.373021961
2010-P-1696,3,1339.26401244
2010-P-1701,2,839.607761712
2010-P-1705,5,1300.47434105
2010-P-1708,5,1320.72868171
2010-P-1709,2,876.834980802
2010-P-1710,2,976.737291051
2010-P-1711,2,963.575942587
2010-P-1718,5,1349.00921473
2010-P-1727,5,1367.56488781
2010-P-1728,5,1168.32867107
2010-P-1730,5,1321.9259333
2010-P-1731,5,1297.17575152
2010-P-1733,5,1331.02652082
2010-P-1735,5,1314.11175421
2010-P-1736,5,1292.54758784
2010-P-1737,2,943.237432084
2010-P-1745,5,1327.08091794
2010-P-1746,5,1295.2252319
2010-P-1753,2,929.207527044
2010-P-1754,2,804.883030509
2010-P-1761,2,640.713194198
2010-P-1768,5,1330.41835012
2010-P-1769,5,1174.5370749
2010-P-1778,5,1363.17668387
2010-P-0178,3,1430.99609341
2010-P-1785,3,1308.28735599
2010-P-1786,2,899.309639042
2010-P-0179,2,956.405845138
2010-P-1792,5,1299.66562382
2010-P-1793,2,589.987042971
2010-P-1802,3,1371.3687741
2010-P-1804,5,1344.35751875
2010-P-1806,5,1366.70651616
2010-P-1809,2,964.903034594
2010-P-1811,2,953.920967671
2010-P-1813,2,962.030775594
2010-P-1814,5,1365.29389111
2010-P-1821,5,1323.00683
2010-P-1822,2,916.040571046
2010-P-1826,5,1244.09422477
2010-P-1830,5,1263.07041745
2010-P-1834,2,965.676730996
2010-P-1835,5,1357.98120776
2010-P-1838,5,1304.64674239
2010-P-1839,5,1136.01523242
2010-P-1843,2,894.583162966
2010-P-1844,5,1325.72541688
2010-P-1845,5,1410.84173963
2010-P-1846,2,972.444200067
2010-P-1847,2,969.170524403
2010-P-1849,5,1374.06058557
2010-P-0185,5,1281.41710092
2010-P-1850,5,1370.91978725
2010-P-1852,5,1311.79169577
2010-P-1854,5,1277.45677078
2010-P-0186,5,1321.96843117
2010-P-1860,2,984.746043782
2010-P-1861,5,1328.74584877
2010-P-1862,5,1403.17386151
2010-P-1863,2,939.066574946
2010-P-1864,5,1337.65881513
2010-P-1866,5,1360.69512297
2010-P-1867,5,1333.83262646
2010-P-1868,2,961.923064393
2010-P-1869,2,838.204461662
2010-P-1870,2,972.997937352
2010-P-1871,5,1371.88985938
2010-P-1872,5,1335.42225948
2010-P-1873,5,1223.66130479
2010-P-1875,5,1299.03627877
2010-P-1880,2,965.551061555
2010-P-1882,2,803.386387383
2010-P-1883,2,974.048597257
2010-P-1890,5,1326.15943894
2010-P-1891,3,1304.19257164
2010-P-1893,5,1329.71469013
2010-P-1899,2,957.394953602
2010-P-0190,3,1421.48531322
2010-P-1909,5,1347.77060745
2010-P-1910,2,725.815152059
2010-P-1911,5,1321.85494528
2010-P-1920,5,1314.95128983
2010-P-1922,2,910.430125162
2010-P-1924,5,1369.32325836
2010-P-1925,5,1250.80681929
2010-P-1928,2,875.298829289
2010-P-0193,3,1384.49106388
2010-P-1930,5,1394.52822593
2010-P-1931,5,1346.23889191
2010-P-1935,5,1337.49257413
2010-P-1940,5,1302.33278749
2010-P-1941,5,1338.15231071
2010-P-1943,5,1215.3418094
2010-P-1944,2,972.309553102
2010-P-1945,2,936.088025208
2010-P-1946,2,940.734958606
2010-P-1947,2,946.83451186
2010-P-0195,5,1242.94863143
2010-P-1951,5,1226.90521124
2010-P-1953,5,1379.12008397
2010-P-1954,2,979.180800097
2010-P-1955,2,958.133083699
2010-P-1956,2,946.206427025
2010-P-1958,5,1395.88213881
2010-P-1960,5,1393.94695579
2010-P-1969,5,1271.35347907
2010-P-1970,2,934.357871554
2010-P-1977,5,1399.8106954
2010-P-1981,2,943.385507318
2010-P-1982,5,1227.80073169
2010-P-1983,5,1353.43639985
2010-P-1984,2,902.251832236
2010-P-1989,2,972.003380807
2010-P-1990,5,1367.55573212
2010-P-1991,5,1307.92336606
2010-P-1993,5,1347.67803399
2010-P-1994,5,1303.89533841
2010-P-2007,2,962.653418389
2010-P-0201,5,1256.74936518
2010-P-2026,2,957.966623567
2010-P-2027,2,964.247977694
2010-P-2030,2,985.524602249
2010-P-2032,5,1250.12905118
2010-P-2033,2,941.049072301
2010-P-2034,5,1380.88128508
2010-P-2035,5,1369.56931878
2010-P-2041,5,1281.41333516
2010-P-2042,5,1364.75437202
2010-P-2053,5,1370.7913026
2010-P-2054,5,1088.98601125
2010-P-2055,5,1326.09168454
2010-P-2058,2,961.478815132
2010-P-0206,5,909.316945344
2010-P-2065,5,1330.7205911
2010-P-2067,2,969.732695985
2010-P-0207,3,1398.13780525
2010-P-2075,5,1291.60470735
2010-P-2076,2,987.255167174
2010-P-0208,3,1416.69606216
2010-P-2082,2,959.764384347
2010-P-2083,5,1271.67973862
2010-P-2084,5,1295.99324489
2010-P-2085,2,890.422276948
2010-P-2086,2,962.296856856
2010-P-2089,5,1323.31733079
2010-P-2091,5,1326.6380906
2010-P-2093,2,831.698657049
2010-P-0021,3,1434.52450934
2010-P-2101,2,940.235289696
2010-P-2104,2,898.618885644
2010-P-2111,5,1404.24531166
2010-P-2112,2,801.998808954
2010-P-2113,5,1222.50808923
2010-P-2116,5,1374.3004329
2010-P-2117,5,1342.05455143
2010-P-2118,2,959.998794095
2010-P-2119,2,951.456137531
2010-P-2120,5,1397.87816777
2010-P-2121,2,739.452912404
2010-P-2124,2,891.396178762
2010-P-2125,5,1351.28406712
2010-P-2126,5,1241.53297044
2010-P-2127,5,1343.42358204
2010-P-2129,5,1340.06677399
2010-P-2131,2,951.419307367
2010-P-2135,5,1321.95131409
2010-P-2136,5,1377.9084703
2010-P-2138,5,1395.75812395
2010-P-2139,5,1341.10355825
2010-P-0214,2,969.601894732
2010-P-2141,5,1360.18374787
2010-P-2143,5,1366.34837924
2010-P-2145,5,908.100581245
2010-P-2148,5,1349.50418287
2010-P-0215,2,941.718278302
2010-P-2150,5,1359.03475372
2010-P-2151,2,784.095562644
2010-P-2152,5,1382.08245611
2010-P-2154,5,1324.64851811
2010-P-2155,5,1363.27342058
2010-P-2156,5,1343.28920574
2010-P-2157,5,1363.25552608
2010-P-2158,2,870.096191858
2010-P-0216,2,970.423628326
2010-P-2160,5,1302.18034921
2010-P-2166,2,860.754878605
2010-P-2168,5,1373.98895411
2010-P-0217,3,1413.1207022
2010-P-2170,5,1390.32305241
2010-P-2171,5,1325.82888625
2010-P-2172,5,1340.74581602
2010-P-2173,2,821.001361898
2010-P-2175,5,1366.26837788
2010-P-2176,5,1359.43747564
2010-P-0218,3,1377.49846356
2010-P-2182,5,1185.39546026
2010-P-2183,5,1307.61889564
2010-P-2186,2,934.395531527
2010-P-2188,2,877.8794199
2010-P-2189,5,1370.71440642
2010-P-2190,2,970.190965602
2010-P-2197,2,954.064659816
2010-P-2198,5,1340.04642215
2010-P-0022,5,1032.84441467
2010-P-2205,5,1329.7731861
2010-P-2207,2,917.8003071
2010-P-2209,5,1180.89221541
2010-P-2211,2,912.064951895
2010-P-2214,5,1252.9071713
2010-P-2215,5,1327.51918652
2010-P-2217,5,1314.4854949
2010-P-2221,5,1352.15051853
2010-P-2223,2,905.876639499
2010-P-2229,5,1265.63181195
2010-P-0223,3,1199.49685977
2010-P-2231,2,954.374025877
2010-P-2235,2,960.358857463
2010-P-2239,5,1330.95699506
2010-P-0224,3,1372.5414338
2010-P-2241,5,1360.22697809
2010-P-0225,2,973.522613367
2010-P-2254,5,1367.53840024
2010-P-2258,2,805.550737329
2010-P-2262,5,1334.83741997
2010-P-2265,5,1266.93639566
2010-P-2266,5,1258.64096331
2010-P-2268,2,958.535917858
2010-P-2269,2,850.078658356
2010-P-2271,2,600.737281762
2010-P-2272,5,1409.03021463
2010-P-2276,2,974.77059683
2010-P-2277,5,1325.9303989
2010-P-2281,5,1373.27097999
2010-P-0023,5,1245.97654255
2010-P-0231,3,1431.96291465
2010-P-0233,3,1382.24419667
2010-P-0239,5,1232.41033164
2010-P-0024,3,1410.42558355
2010-P-0240,3,1295.32499889
2010-P-0244,5,1249.11979709
2010-P-0246,3,1348.26967688
2010-P-0247,3,1346.12352562
2010-P-0249,3,1301.20202948
2010-P-0025,2,967.842052261
2010-P-0250,3,1389.94483945
2010-P-0257,5,1158.88529689
2010-P-0259,2,899.181482789
2010-P-0026,5,1318.05011349
2010-P-0262,3,1427.64158844
2010-P-0268,3,1413.176205
2010-P-0275,5,909.704631302
2010-P-0277,2,943.606232963
2010-P-0278,5,1326.45991098
2010-P-0280,3,1416.15323825
2010-P-0282,3,1362.2961558
2010-P-0283,3,1290.83281062
2010-P-0284,2,977.565497262
2010-P-0286,3,1293.34756532
2010-P-0287,3,1330.39993062
2010-P-0288,3,1412.52451157
2010-P-0297,5,1320.76189615
2010-P-0300,3,1362.42059182
2010-P-0305,3,1297.56956703
2010-P-0306,3,1372.46702116
2010-P-0307,3,1410.72323384
2010-P-0318,3,1368.63134574
2010-P-0319,3,1347.48312097
2010-P-0320,3,1406.22689945
2010-P-0327,3,1372.58740284
2010-P-0033,2,753.110485991
2010-P-0333,5,1161.42229468
2010-P-0334,5,1131.55044272
2010-P-0336,3,1335.97155633
2010-P-0337,5,1086.68067931
2010-P-0342,3,1308.37438575
2010-P-0343,5,1145.0062036
2010-P-0345,3,1400.27291613
2010-P-0035,3,1428.10211466
2010-P-0350,3,1406.00598839
2010-P-0351,3,1310.95043784
2010-P-0353,3,1351.30750896
2010-P-0036,3,1407.85248577
2010-P-0366,2,953.120963726
2010-P-0367,3,1371.74209281
2010-P-0368,3,1428.81092968
2010-P-0369,5,1317.68279061
2010-P-0037,3,1390.3097626
2010-P-0372,3,1395.94440178
2010-P-0373,3,1426.67108801
2010-P-0374,3,1386.35686375
2010-P-0375,3,1376.70474284
2010-P-0376,3,1381.13834738
2010-P-0377,2,971.801410361
2010-P-0038,3,1394.21796138
2010-P-0382,3,1408.06055579
2010-P-0389,3,1395.98545654
2010-P-0039,3,1371.38202607
2010-P-0390,3,1431.88043914
2010-P-0392,2,861.787965662
2010-P-0397,3,1395.97917117
2010-P-0398,5,1178.52998091
2010-P-0401,3,1362.06551487
2010-P-0402,5,1262.32971447
2010-P-0041,5,1241.69270978
2010-P-0411,2,954.736087924
2010-P-0412,3,1360.96430677
2010-P-0418,3,1313.78851669
2010-P-0419,5,1300.6789505
2010-P-0421,5,1186.1042812
2010-P-0422,5,1182.42160225
2010-P-0424,3,1396.18873553
2010-P-0427,3,1370.15558534
2010-P-0429,3,1402.61686596
2010-P-0043,2,876.262004863
2010-P-0430,5,1215.27218259
2010-P-0432,5,1238.37286576
2010-P-0438,3,1398.71019996
2010-P-0045,3,1430.83527974
2010-P-0455,5,1066.95035191
2010-P-0456,3,1278.49303839
2010-P-0457,3,1413.89196229
2010-P-0458,5,1279.94954543
2010-P-0459,5,1286.36824349
2010-P-0469,2,960.361365115
2010-P-0472,3,1374.01703692
2010-P-0479,5,1027.56026125
2010-P-0483,2,789.295989171
2010-P-0484,3,1255.24850419
2010-P-0486,5,1243.38184295
2010-P-0487,5,1250.35701251
2010-P-0489,2,953.48385928
2010-P-0492,3,1352.37936793
2010-P-0498,5,1191.83372047
2010-P-0050,3,1331.11176076
2010-P-0501,3,1413.48959507
2010-P-0506,3,1394.38473895
2010-P-0512,5,1333.78186865
2010-P-0518,2,921.527160794
2010-P-0519,5,1244.80892153
2010-P-0052,3,1434.98140365
2010-P-0523,3,1351.27967297
2010-P-0526,3,1395.95025974
2010-P-0528,3,1383.66721054
2010-P-0053,3,1364.43742101
2010-P-0531,5,1271.68545914
2010-P-0532,2,954.117642833
2010-P-0543,2,970.250320132
2010-P-0055,3,1400.90449768
2010-P-0555,2,984.94069177
2010-P-0056,3,1400.42152224
2010-P-0564,5,1015.38333316
2010-P-0566,5,1345.37996471
2010-P-0568,5,1259.58624434
2010-P-0570,5,1236.57174437
2010-P-0571,5,1282.57597871
2010-P-0572,3,1369.38500732
2010-P-0573,2,968.848389083
2010-P-0574,3,1389.04649928
2010-P-0579,3,1406.6102521
2010-P-0582,5,1292.28518037
2010-P-0583,3,1358.8065591
2010-P-0585,3,1389.23526651
2010-P-0589,2,681.936052481
2010-P-0596,3,1424.59518563
2010-P-0601,3,1377.47638483
2010-P-0603,3,1323.12083393
2010-P-0604,5,1208.96643414
2010-P-0606,5,1257.8268716
2010-P-0061,2,946.888709913
2010-P-0612,3,1368.05834169
2010-P-0613,5,1156.38189463
2010-P-0615,3,1372.36582268
2010-P-0617,3,1368.93782207
2010-P-0618,5,1233.08863043
2010-P-0620,2,954.719300727
2010-P-0621,2,974.448198563
2010-P-0622,5,1225.37562541
2010-P-0623,5,1325.46946358
2010-P-0624,2,968.542840078
2010-P-0625,3,1427.6061482
2010-P-0627,5,1274.65341202
2010-P-0630,5,1151.67284475
2010-P-0635,5,1274.56298693
2010-P-0639,5,1287.68076839
2010-P-0642,5,1285.33836248
2010-P-0647,2,965.681811938
2010-P-0652,5,1263.80695767
2010-P-0654,2,877.31638707
2010-P-0655,5,1324.71968708
2010-P-0656,2,964.071812993
2010-P-0657,2,964.008645602
2010-P-0659,3,1388.71931569
2010-P-0066,2,911.137361933
2010-P-0660,3,1396.58646258
2010-P-0661,2,972.80668088
2010-P-0662,5,1269.88399501
2010-P-0663,2,963.587911849
2010-P-0664,3,1263.62542682
2010-P-0665,3,1431.06514288
2010-P-0666,2,980.70363905
2010-P-0669,3,1384.50220664
2010-P-0067,3,1403.22268335
2010-P-0671,3,1389.56851178
2010-P-0672,2,961.924897076
2010-P-0673,3,1346.72038394
2010-P-0674,2,949.961264886
2010-P-0675,5,1253.65601576
2010-P-0676,2,972.993405873
2010-P-0678,3,1237.69603514
2010-P-0679,5,1201.74826973
2010-P-0682,3,1434.7366389
2010-P-0684,2,984.957612578
2010-P-0685,3,1383.693463
2010-P-0694,3,1343.07569955
2010-P-0695,3,1408.51945072
2010-P-0702,2,768.532190989
2010-P-0703,3,1280.70257775
2010-P-0704,2,967.997775246
2010-P-0707,2,878.898931025
2010-P-0708,3,1414.4418851
2010-P-0709,5,1214.5593421
2010-P-0717,2,980.076687829
2010-P-0718,3,1397.74775056
2010-P-0719,3,1425.9073163
2010-P-0721,3,1373.01270159
2010-P-0722,5,1333.60428146
2010-P-0725,2,962.405787941
2010-P-0729,3,1270.53455779
2010-P-0734,3,1397.08261749
2010-P-0735,5,1238.17765753
2010-P-0737,3,1311.21560436
2010-P-0738,3,1382.15244635
2010-P-0742,5,1244.79940406
2010-P-0749,5,1235.60468751
2010-P-0075,3,1248.3075351
2010-P-0754,3,1416.03964699
2010-P-0760,3,1390.97002983
2010-P-0765,3,1391.73404273
2010-P-0767,3,1332.37098493
2010-P-0770,3,1410.66109561
2010-P-0775,3,1297.11740991
2010-P-0776,5,1078.36974349
2010-P-0078,5,1149.12944393
2010-P-0780,5,912.124084875
2010-P-0781,2,969.242492928
2010-P-0783,5,1316.85562788
2010-P-0784,2,858.500715937
2010-P-0793,3,1315.31358436
2010-P-0794,3,1412.4421737
2010-P-0798,5,1118.24405109
2010-P-0799,3,1436.61983578
2010-P-0080,3,1388.9150335
2010-P-0800,5,1274.81757841
2010-P-0803,5,1172.26369736
2010-P-0807,5,1129.15297236
2010-P-0081,3,1363.86278737
2010-P-0811,5,1177.90656094
2010-P-0815,5,1351.9197603
2010-P-0082,3,1390.6695484
2010-P-0820,3,1314.02634053
2010-P-0821,2,851.789912699
2010-P-0822,3,1245.96847367
2010-P-0824,3,1389.26164699
2010-P-0826,5,1244.45550065
2010-P-0827,5,1280.48390101
2010-P-0828,5,1331.38525814
2010-P-0834,3,1309.26654249
2010-P-0836,2,954.738554769
2010-P-0837,2,966.414969542
2010-P-0841,5,1316.13741786
2010-P-0850,3,1390.1078671
2010-P-0852,3,1348.2526498
2010-P-0853,2,719.927229937
2010-P-0855,5,1263.52902083
2010-P-0862,3,1413.74489645
2010-P-0863,3,1434.8454635
2010-P-0864,3,1248.31118458
2010-P-0865,3,1258.83230599
2010-P-0866,3,1388.63780606
2010-P-0867,3,1035.86919279
2010-P-0870,2,955.898057995
2010-P-0871,5,1303.28216648
2010-P-0872,3,1355.0033289
2010-P-0873,3,1337.07897859
2010-P-0874,2,978.528799095
2010-P-0878,5,1342.13353003
2010-P-0879,5,1160.21256426
2010-P-0088,3,1391.05816901
2010-P-0881,2,910.685219693
2010-P-0882,3,1419.66721587
2010-P-0884,3,1298.15608209
2010-P-0887,2,957.835500436
2010-P-0889,5,1223.77971832
2010-P-0890,5,1331.07667779
2010-P-0891,5,1236.97761738
2010-P-0894,5,1120.48962295
2010-P-0895,3,1251.68853309
2010-P-0090,3,1365.52621803
2010-P-0903,5,1224.83873241
2010-P-0913,3,1427.084889
2010-P-0914,3,1369.15441416
2010-P-0916,3,1387.81370499
2010-P-0918,2,971.952022362
2010-P-0919,3,1376.24202672
2010-P-0921,2,961.851253507
2010-P-0922,3,1389.59616901
2010-P-0923,3,1362.11808595
2010-P-0924,3,1189.88003389
2010-P-0933,3,1403.39586777
2010-P-0094,3,1337.80801308
2010-P-0949,5,980.396560949
2010-P-0951,5,1263.48500777
2010-P-0953,5,1257.09466209
2010-P-0954,5,1342.66652305
2010-P-0957,5,1206.29641722
2010-P-0963,5,1303.08915037
2010-P-0097,3,1315.63721175
2010-P-0098,2,818.633765829
2010-P-0980,5,1277.21433721
2010-P-0983,3,1378.32827206
2010-P-0099,5,1188.85785428
2011-P-0100,5,1342.26649195
2011-P-1003,5,1340.79834468
2011-P-1010,5,1406.22783544
2011-P-1012,5,1379.62790978
2011-P-1013,2,930.199143944
2011-P-1014,5,1312.39809754
2011-P-1015,2,946.891199391
2011-P-1021,5,1348.3099159
2011-P-1022,3,1368.49198933
2011-P-1023,5,1367.79776799
2011-P-1025,5,1290.98681846
2011-P-0103,2,974.246030399
2011-P-1034,5,1380.88311591
2011-P-1049,2,807.29005295
2011-P-1051,5,1397.83831246
2011-P-1053,5,1285.21922339
2011-P-1054,2,961.608966281
2011-P-1055,5,1352.78840666
2011-P-1056,5,1383.37120563
2011-P-1058,5,1332.12173045
2011-P-1064,5,1335.44517966
2011-P-1065,5,1373.99766288
2011-P-1068,5,1032.10465836
2011-P-0107,2,955.894863667
2011-P-1070,5,1379.12148682
2011-P-1086,5,1342.25126233
2011-P-1089,2,881.258387423
2011-P-0109,5,1305.02460686
2011-P-1090,2,971.001020745
2011-P-1094,2,966.714014051
2011-P-1096,2,943.231977545
2011-P-1097,5,1338.7647907
2011-P-1098,5,1375.95864077
2011-P-1102,5,1315.7432682
2011-P-1103,5,1277.10462258
2011-P-1104,5,1355.98050773
2011-P-1106,5,1224.09807996
2011-P-1107,5,1377.79987856
2011-P-1109,5,1329.70756599
2011-P-1111,5,1332.92693536
2011-P-1112,5,1315.16372408
2011-P-1113,5,1355.11174747
2011-P-1114,5,1276.83449221
2011-P-1120,5,1363.85554627
2011-P-1121,5,1393.65093307
2011-P-1123,5,1363.94962811
2011-P-1125,5,1352.99607331
2011-P-1126,5,1354.47797133
2011-P-1132,5,1352.76940312
2011-P-1136,2,919.409149484
2011-P-1137,5,1381.06575517
2011-P-1139,5,1327.19341329
2011-P-1143,5,1110.15636452
2011-P-1145,5,1321.17990835
2011-P-1147,5,1340.22668805
2011-P-1148,5,1346.53851463
2011-P-1149,2,828.552767003
2011-P-0115,5,1386.16758874
2011-P-1153,5,1382.95061129
2011-P-1154,5,1292.00063775
2011-P-1160,2,957.59724371
2011-P-1161,2,944.180974581
2011-P-1162,5,1284.95889972
2011-P-1163,5,1329.25721529
2011-P-1164,2,965.472458289
2011-P-0117,5,1364.96134088
2011-P-1171,2,917.934651564
2011-P-1177,2,760.752889038
2011-P-1178,5,1358.29476939
2011-P-0118,5,1352.87812369
2011-P-1184,5,1371.78865005
2011-P-1187,2,962.929217464
2011-P-0119,5,1325.94066207
2011-P-1195,3,1318.17606432
2011-P-1196,2,966.586856118
2011-P-1197,2,783.165243701
2011-P-0012,2,962.112858923
2011-P-0120,5,1383.99010686
2011-P-1207,5,1306.88104267
2011-P-0121,5,1366.10074815
2011-P-1211,5,1253.08396035
2011-P-1217,5,1346.12156724
2011-P-1218,5,1350.95926648
2011-P-0122,5,1296.57906588
2011-P-1223,2,974.48168085
2011-P-1225,2,955.400514356
2011-P-1226,5,1320.47325044
2011-P-1227,2,962.538391909
2011-P-1228,2,952.557921464
2011-P-1229,5,1349.17465269
2011-P-0123,5,1378.14150221
2011-P-1231,5,1251.13369031
2011-P-1234,2,945.707782459
2011-P-1235,5,1255.03535462
2011-P-1244,5,1312.63720992
2011-P-1248,2,911.014423121
2011-P-1249,5,1286.7289037
2011-P-0125,2,963.544037739
2011-P-1250,5,1388.91595119
2011-P-1253,5,1381.39241195
2011-P-1260,5,1076.37599101
2011-P-1261,5,1285.34670518
2011-P-1262,2,960.868564966
2011-P-1263,5,1361.9567542
2011-P-1265,5,1341.63819915
2011-P-1268,2,875.21357324
2011-P-1271,2,971.521881242
2011-P-1272,5,1304.78703092
2011-P-1273,2,913.072822655
2011-P-1274,2,962.747091281
2011-P-1275,5,1318.01592221
2011-P-1276,5,1337.87516002
2011-P-1277,2,958.046174755
2011-P-1278,2,933.323559758
2011-P-1280,2,816.680480981
2011-P-1281,2,963.546689703
2011-P-1284,5,1341.48948296
2011-P-1289,5,1324.31611855
2011-P-0129,5,1314.09315872
2011-P-1290,5,1228.4799917
2011-P-1291,5,1370.31548731
2011-P-1294,5,1356.51894135
2011-P-1295,5,1389.35647183
2011-P-1296,5,1398.25653035
2011-P-1297,5,1305.3980495
2011-P-1298,5,1305.55038997
2011-P-1299,5,1352.91836177
2011-P-0130,5,1318.15798088
2011-P-1302,5,1310.79943303
2011-P-1303,5,1347.4874641
2011-P-0131,4,1121.29518485
2011-P-1310,5,1375.16433894
2011-P-1311,5,1383.93204873
2011-P-1312,5,1240.70691349
2011-P-1315,5,1382.30630784
2011-P-1319,5,1363.23272169
2011-P-1323,5,1270.84495575
2011-P-1324,5,1319.10330051
