Case ID,Cluster,ICS Score
2012-P-1461,5,1322.0488213
2012-P-1462,5,1299.43078707
2012-P-1463,5,1095.48184099
2012-P-1467,5,1344.32486953
2012-P-1468,5,1378.31174603
2012-P-1474,5,1365.33198758
2012-P-1482,5,1046.31313337
2012-P-0149,4,752.747399381
2012-P-0015,2,972.86617676
2012-P-1503,5,1342.46823951
2012-P-1504,5,1371.21570785
2012-P-1505,5,1314.69498725
2012-P-1514,5,1248.82623535
2012-P-1517,5,1371.5788965
2012-P-0152,5,1343.506128
2012-P-1520,5,1261.29028666
2012-P-1525,2,954.640741713
2012-P-1528,5,1261.04727817
2012-P-0153,2,938.279501965
2012-P-0154,5,1357.69341353
2012-P-1547,2,973.54894078
2012-P-1550,5,1270.8002326
2012-P-1551,5,1334.66777261
2012-P-1553,5,1392.39028765
2012-P-1561,2,972.046374265
2012-P-1563,2,968.275451412
2012-P-1565,2,946.036903318
2012-P-1567,5,1243.50904043
2012-P-1574,5,1300.08257956
2012-P-1576,5,1124.01366792
2012-P-1577,5,1284.75565665
2012-P-1582,2,969.795823694
2012-P-0159,2,947.346301247
2012-P-1598,5,1290.20646445
2012-P-0016,5,1351.92962309
2012-P-1602,4,1115.3715669
2012-P-1607,2,968.266543308
2012-P-1608,2,960.744003549
2012-P-1609,4,980.357770911
2012-P-1611,5,1406.6542892
2012-P-1613,5,1277.93273818
2012-P-1624,5,1335.31986961
2012-P-1626,5,1267.8635013
2012-P-1633,5,1315.56935502
2012-P-1634,4,1078.94104125
2012-P-1636,2,890.483501786
2012-P-1638,5,1361.26026973
2012-P-1639,5,1242.58619417
2012-P-0164,5,1344.3318012
2012-P-1640,2,964.744530921
2012-P-1644,4,1177.82569568
2012-P-1645,4,1072.12414133
2012-P-1646,5,1229.74205207
2012-P-1648,5,1383.95723791
2012-P-1649,4,1130.89953414
2012-P-1655,2,946.214665285
2012-P-1659,2,959.800423423
2012-P-1661,5,1303.54527658
2012-P-1665,5,1196.68046851
2012-P-1670,5,1277.46467267
2012-P-1673,2,975.638842859
2012-P-1674,5,1171.73686726
2012-P-1682,5,1221.44518304
2012-P-1686,5,1245.73979235
2012-P-1687,5,1301.96012374
2012-P-0169,5,1302.03696489
2012-P-1692,5,1187.49018574
2012-P-1695,5,1299.48193174
2012-P-0017,5,1333.29089204
2012-P-1702,5,1330.76917246
2012-P-1703,5,1212.93983405
2012-P-1704,5,1376.45885712
2012-P-1706,2,924.074411642
2012-P-0171,5,1372.2880718
2012-P-1712,5,1337.39794788
2012-P-1718,4,1099.74048967
2012-P-0172,5,1390.07715191
2012-P-1721,2,954.1403258
2012-P-1723,5,1266.05062059
2012-P-1724,5,1345.83421535
2012-P-1727,5,1295.64542701
2012-P-1728,5,1368.42394622
2012-P-1729,5,1347.52860064
2012-P-1730,5,1216.47462279
2012-P-1731,4,966.711278896
2012-P-1732,5,1356.38098774
2012-P-1733,5,1288.46550465
2012-P-1734,5,1255.41094782
2012-P-1735,5,1291.08335883
2012-P-1740,5,1345.90120038
2012-P-1742,5,1269.63815026
2012-P-1744,5,1249.60192455
2012-P-0175,5,1367.05857894
2012-P-1758,5,1198.17101376
2012-P-1767,4,1088.20601055
2012-P-1769,5,1071.77609923
2012-P-1773,2,911.250406579
2012-P-1774,5,1274.14852854
2012-P-1775,5,1233.39294004
2012-P-1777,5,1308.84256236
2012-P-1778,5,1081.76605279
2012-P-1780,5,1264.81140533
2012-P-1782,2,967.132957357
2012-P-1785,2,918.77641861
2012-P-1786,5,1345.07975159
2012-P-1793,5,1323.20585638
2012-P-1794,2,963.389367786
2012-P-1802,5,1352.13739448
2012-P-1806,5,1094.40198776
2012-P-1807,5,1157.7956886
2012-P-0181,5,1257.17509753
2012-P-1811,2,960.773735279
2012-P-1813,5,1258.64093927
2012-P-1814,5,1261.8514326
2012-P-1819,5,1386.94170594
2012-P-0182,5,1373.9460826
2012-P-1820,2,980.817018275
2012-P-1825,2,972.978036451
2012-P-1826,4,1126.89243398
2012-P-1829,2,953.485732124
2012-P-1830,5,1301.48214626
2012-P-1832,2,898.922543341
2012-P-1836,5,1304.05603938
2012-P-1838,5,1142.17789589
2012-P-1840,2,948.920303439
2012-P-1849,5,1338.82541592
2012-P-1850,5,1220.23229127
2012-P-1851,5,1363.89614177
2012-P-1852,5,1265.85630735
2012-P-1854,2,956.11673255
2012-P-1855,4,1127.80527524
2012-P-1867,5,1288.10197204
2012-P-1869,5,1280.70799286
2012-P-1875,2,960.82704634
2012-P-1876,5,1303.21614804
2012-P-1877,5,1172.19150409
2012-P-1878,5,1290.66259896
2012-P-1879,4,1113.45587701
2012-P-0188,2,953.51945384
2012-P-1881,4,1178.32006306
2012-P-1883,2,939.935867921
2012-P-1885,2,980.841082542
2012-P-1895,2,902.748981666
2012-P-1896,5,1205.42719239
2012-P-1897,5,1242.44359714
2012-P-1899,4,1097.00947508
2012-P-0019,5,1380.15729926
2012-P-1903,5,1326.0433894
2012-P-1908,5,1132.92328888
2012-P-1909,4,1092.63117944
2012-P-0191,5,1377.03410715
2012-P-1916,4,1140.86260135
2012-P-1919,2,946.082299495
2012-P-1920,5,1308.75385977
2012-P-1921,5,1376.07262638
2012-P-1922,4,1017.08037046
2012-P-1923,5,1271.12272754
2012-P-1929,5,1342.13721006
2012-P-1930,4,1116.23597884
2012-P-1931,4,1184.47275992
2012-P-1945,4,1036.44609465
2012-P-1954,2,957.23282807
2012-P-1959,5,1183.30230111
2012-P-1962,4,1040.08714327
2012-P-1964,2,942.876524935
2012-P-1965,4,1129.90145321
2012-P-1970,5,1309.02459491
2012-P-1973,5,1326.1748458
2012-P-1979,5,1150.01771065
2012-P-0198,2,984.853445541
2012-P-1985,5,1298.20127646
2012-P-1986,2,955.269752928
2012-P-1987,2,964.107142394
2012-P-1990,2,959.966645881
2012-P-1994,2,971.744900621
2012-P-2001,5,1371.96701545
2012-P-2004,2,965.799465553
2012-P-2007,5,1186.85486017
2012-P-2008,5,1254.3282516
2012-P-2011,4,1134.82150142
2012-P-2012,2,982.706960823
2012-P-2013,5,1198.17438351
2012-P-2014,4,1177.76047917
2012-P-2015,5,1358.95520432
2012-P-2019,5,1293.01308067
2012-P-0207,2,963.973245966
2012-P-0211,5,1306.65395275
2012-P-0216,5,1155.50665004
2012-P-0219,5,1187.5598027
2012-P-0220,2,900.433316121
2012-P-0221,5,1397.20872134
2012-P-0227,5,1373.9953388
2012-P-0228,5,1374.99936746
2012-P-0243,5,1343.8253612
2012-P-0246,2,958.810049468
2012-P-0257,5,1311.58334313
2012-P-0258,2,931.329027071
2012-P-0026,5,1384.4156869
2012-P-0262,5,1272.66244763
2012-P-0027,5,1329.83965206
2012-P-0274,5,1354.34428424
2012-P-0275,5,1319.60447478
2012-P-0028,5,1245.91839117
2012-P-0284,5,1232.38832769
2012-P-0286,5,1294.88459125
2012-P-0287,5,1363.0931158
2012-P-0289,5,1275.86337562
2012-P-0291,2,942.795796472
2012-P-0293,5,1402.10534591
2012-P-0294,5,1236.72321593
2012-P-0302,5,1294.55357887
2012-P-0306,5,1385.5529183
2012-P-0307,2,909.194787562
2012-P-0310,5,1328.64999715
2012-P-0311,5,1337.19234798
2012-P-0312,2,940.585683724
2012-P-0314,5,1337.54301248
2012-P-0315,5,1357.80686253
2012-P-0319,5,1356.98990441
2012-P-0032,5,1294.03209032
2012-P-0321,5,1346.0443858
2012-P-0323,5,1324.25017275
2012-P-0330,5,1264.42110423
2012-P-0331,5,1307.17780821
2012-P-0332,4,1240.81499365
2012-P-0333,5,1405.76410434
2012-P-0338,5,1242.64581821
2012-P-0034,5,1354.74287235
2012-P-0342,5,1336.9420799
2012-P-0343,5,1340.10009213
2012-P-0344,5,1367.51993902
2012-P-0345,5,1379.13049804
2012-P-0350,5,1141.66903481
2012-P-0351,5,1241.09482387
2012-P-0036,5,1304.5311711
2012-P-0367,5,1315.2306062
2012-P-0037,5,1383.95432393
2012-P-0370,5,1351.9767139
2012-P-0376,5,1320.07551425
2012-P-0377,5,1248.69350588
2012-P-0378,5,1261.18671962
2012-P-0381,2,972.951857317
2012-P-0383,2,941.356427676
2012-P-0391,5,1345.80435795
2012-P-0395,5,1284.99589834
2012-P-0398,5,1351.10191123
2012-P-0400,5,1339.28717504
2012-P-0402,2,973.032590247
2012-P-0041,2,980.659802194
2012-P-0414,2,981.50245947
2012-P-0042,5,1410.28341215
2012-P-0424,2,778.800527034
2012-P-0425,2,983.312281878
2012-P-0043,5,1392.95101322
2012-P-0431,5,1394.07453474
2012-P-0433,5,1340.96371622
2012-P-0435,5,1203.94571179
2012-P-0044,5,1234.93681502
2012-P-0440,5,1319.41445879
2012-P-0441,5,1249.28749346
2012-P-0045,5,1368.69387527
2012-P-0456,5,1263.73888936
2012-P-0457,5,1396.38219167
2012-P-0458,5,1372.07454262
2012-P-0459,5,1251.26263451
2012-P-0460,5,1363.86945486
2012-P-0464,5,1356.27282861
2012-P-0472,2,971.628741476
2012-P-0473,2,843.140637935
2012-P-0474,2,964.505479281
2012-P-0476,5,1067.81059318
2012-P-0484,5,1366.04159534
2012-P-0486,5,1329.1652284
2012-P-0487,5,1347.88243677
2012-P-0049,5,1225.1617751
2012-P-0490,5,1377.74942856
2012-P-0492,5,1367.60224776
2012-P-0500,2,959.210583699
2012-P-0501,5,1351.79881602
2012-P-0504,5,1374.63418913
2012-P-0506,5,1313.0246065
2012-P-0507,2,898.039903816
2012-P-0508,2,973.010207673
2012-P-0051,5,1395.45868863
2012-P-0512,5,1379.8624729
2012-P-0518,5,1361.3946192
2012-P-0519,5,1347.23063993
2012-P-0522,5,1356.9379565
2012-P-0523,2,928.150294179
2012-P-0527,5,1380.96694761
2012-P-0529,5,1352.728426
2012-P-0531,5,1314.34131801
2012-P-0532,5,1352.72392562
2012-P-0533,5,1003.3794689
2012-P-0535,5,1372.73043853
2012-P-0536,5,1342.0143139
2012-P-0544,5,1334.24553243
2012-P-0546,2,912.223929072
2012-P-0550,5,1326.84028644
2012-P-0551,5,1345.19382695
2012-P-0556,5,1218.23101624
2012-P-0560,5,1168.65812236
2012-P-0561,5,1331.52747363
2012-P-0562,5,1333.18926484
2012-P-0566,5,1333.24903945
2012-P-0568,5,1335.3740528
2012-P-0057,5,1279.99137955
2012-P-0571,5,1346.718718
2012-P-0572,2,874.776012902
2012-P-0575,5,1394.22401028
2012-P-0576,5,1337.88866008
2012-P-0058,5,1365.59886639
2012-P-0582,5,1392.55620286
2012-P-0586,5,1136.63296142
2012-P-0587,5,1373.97376442
2012-P-0588,2,947.711925897
2012-P-0594,5,1362.58877553
2012-P-0006,5,1234.22533659
2012-P-0604,5,1345.50957603
2012-P-0605,5,1317.47778744
2012-P-0609,5,1267.90533378
2012-P-0611,5,1400.09735536
2012-P-0614,5,1382.98856035
2012-P-0615,5,1315.44747186
2012-P-0619,5,1393.25388137
2012-P-0623,2,975.523037411
2012-P-0624,2,924.272355062
2012-P-0627,5,1259.88722334
2012-P-0634,5,1398.86535898
2012-P-0636,5,1311.18608759
2012-P-0637,5,1380.46359351
2012-P-0064,5,1329.81405209
2012-P-0640,5,1363.83960176
2012-P-0644,5,1345.80596947
2012-P-0650,5,1250.36955981
2012-P-0654,2,982.148890148
2012-P-0655,2,888.56209559
2012-P-0657,5,1372.433832
2012-P-0658,5,1400.03422009
2012-P-0660,2,966.001159754
2012-P-0662,5,1339.18892287
2012-P-0663,5,1288.72708251
2012-P-0666,2,969.163466923
2012-P-0670,2,951.373767269
2012-P-0671,5,1318.3050033
2012-P-0673,5,1293.34449414
2012-P-0674,2,982.181208003
2012-P-0675,5,1327.34228146
2012-P-0680,2,980.051389248
2012-P-0681,5,1361.4099102
2012-P-0683,5,1358.352756
2012-P-0684,5,1272.00621769
2012-P-0686,5,1234.56750392
2012-P-0069,5,1298.64824611
2012-P-0700,5,1305.39386477
2012-P-0705,5,1369.40550767
2012-P-0707,5,1313.90758508
2012-P-0710,5,1317.73570564
2012-P-0711,5,1237.570089
2012-P-0719,2,958.512428077
2012-P-0726,5,1327.20088627
2012-P-0732,5,1281.87598102
2012-P-0742,5,1379.69192671
2012-P-0743,5,1339.69298263
2012-P-0747,5,1343.543588
2012-P-0748,2,930.986356194
2012-P-0755,5,1180.01526268
2012-P-0756,5,1410.54447863
2012-P-0758,5,1278.86031815
2012-P-0760,5,1352.40330523
2012-P-0762,5,1196.36527542
2012-P-0767,2,885.673566749
2012-P-0769,5,1386.44918413
2012-P-0779,5,1398.06234298
2012-P-0783,2,961.860605042
2012-P-0786,2,964.809106386
2012-P-0789,5,1052.4091991
2012-P-0791,5,1258.315351
2012-P-0792,2,970.465634718
2012-P-0794,2,967.596834587
2012-P-0796,2,945.312721774
2012-P-0798,5,1337.7105329
2012-P-0801,4,998.765756108
2012-P-0804,5,1332.24528643
2012-P-0805,5,1391.4224083
2012-P-0807,2,970.570869263
2012-P-0817,5,1235.77360895
2012-P-0818,5,1355.8593827
2012-P-0819,2,855.393642646
2012-P-0820,5,1374.92769952
2012-P-0830,5,1346.87634872
2012-P-0831,5,1372.73823955
2012-P-0836,5,1390.11973903
2012-P-0845,5,1319.60205397
2012-P-0846,5,1351.4262177
2012-P-0085,5,1349.99558203
2012-P-0856,2,975.089923868
2012-P-0857,5,1256.66971025
2012-P-0859,5,1395.72138141
2012-P-0086,2,844.757215255
2012-P-0860,2,955.116181521
2012-P-0867,2,969.524458603
2012-P-0087,5,1300.91959591
2012-P-0871,5,1225.11320262
2012-P-0872,5,1249.86996414
2012-P-0875,5,1215.10058623
2012-P-0879,5,1317.94149095
2012-P-0880,2,843.957022593
2012-P-0881,2,923.255510344
2012-P-0886,5,1237.48684445
2012-P-0889,2,978.159794368
2012-P-0892,5,1277.50481872
2012-P-0895,2,970.459536978
2012-P-0896,2,959.428917697
2012-P-0897,5,1006.12996779
2012-P-0899,5,1339.18234097
2012-P-0900,5,1356.39549413
2012-P-0901,5,1260.3833402
2012-P-0902,5,1167.44794168
2012-P-0904,5,1322.65788539
2012-P-0905,5,1293.21620775
2012-P-0911,5,1364.08033425
2012-P-0913,5,1387.10029592
2012-P-0919,2,959.73239587
2012-P-0921,5,1243.99551183
2012-P-0924,5,1374.56666118
2012-P-0925,5,1369.81849684
2012-P-0929,5,1210.91195424
2012-P-0931,5,1309.22519531
2012-P-0932,5,1269.87462158
2012-P-0934,5,1315.61544351
2012-P-0938,5,1281.56690445
2012-P-0940,5,1220.37463286
2012-P-0945,5,1297.84730018
2012-P-0095,5,1341.4666997
2012-P-0952,4,1087.72929188
2012-P-0953,5,1297.22253661
2012-P-0955,5,1372.34824297
2012-P-0957,5,1339.67652636
2012-P-0959,2,976.459526873
2012-P-0096,5,1381.63946127
2012-P-0960,5,1282.17000021
2012-P-0963,2,946.11052297
2012-P-0964,5,1355.36432195
2012-P-0966,5,1363.18977465
2012-P-0097,5,1306.61488043
2012-P-0974,5,1339.16733502
2012-P-0975,5,1363.35723209
2012-P-0976,5,1340.51828274
2012-P-0979,5,1305.20690862
2012-P-0098,5,1337.32958498
2012-P-0980,5,1354.88500877
2012-P-0984,5,1301.29370442
2012-P-0985,5,1384.65980578
2012-P-0987,5,1374.30124207
2012-P-0988,5,1170.06899429
2012-P-0993,5,1299.58381955
2012-P-0997,5,1338.55466979
2012-P-0998,4,1125.20786986
2013-P-1001,2,950.392186649
2013-P-1003,4,1141.47651814
2013-P-1004,4,1220.253992
2013-P-1005,4,1118.81997287
2013-P-1006,4,1089.57064385
2013-P-1007,2,958.949205963
2013-P-1009,2,982.623538831
2013-P-1012,4,1084.75848803
2013-P-1021,2,959.146075696
2013-P-1022,4,1179.84377824
2013-P-1023,4,1179.65052001
2013-P-1024,2,962.090920695
2013-P-1025,2,952.729005703
2013-P-1026,4,909.57688585
2013-P-1029,4,1084.66674449
2013-P-1033,5,1235.38831769
2013-P-1036,5,1220.69004105
2013-P-1037,2,957.388048279
2013-P-1038,2,878.02068562
2013-P-1039,4,1117.14042361
2013-P-0104,2,969.099992522
2013-P-1041,2,920.68843017
2013-P-1042,5,1327.75795975
2013-P-1046,4,1097.15550911
2013-P-0105,2,934.456637789
2013-P-1058,5,1220.0619022
2013-P-1063,4,914.308815296
2013-P-1065,4,976.228596675
2013-P-1073,5,1241.13717007
2013-P-1074,4,1112.89638722
2013-P-1075,4,1014.99434171
2013-P-1077,4,1167.65110366
2013-P-1080,5,1274.00872429
2013-P-1081,4,1008.27905986
2013-P-1087,4,1216.03816339
2013-P-1089,5,1386.72082763
2013-P-0109,4,1106.72187604
2013-P-1090,4,1208.90571146
2013-P-1094,4,1115.85153994
2013-P-1096,5,1136.20464684
2013-P-1098,4,1182.17162306
2013-P-1100,5,1246.12355158
2013-P-1105,4,1161.81669174
2013-P-1106,4,1170.80694747
2013-P-1108,4,885.017303534
2013-P-1110,5,1318.49901158
2013-P-1117,4,1147.64754097
2013-P-1120,5,1242.58380866
2013-P-1123,2,940.749205097
2013-P-1129,5,1238.86558886
2013-P-1132,2,873.867158835
2013-P-1140,4,981.473688394
2013-P-1143,4,1143.00956949
2013-P-1144,4,988.091735115
2013-P-1145,5,1241.32441473
2013-P-1152,2,960.792764233
2013-P-1155,4,1178.94773803
2013-P-1159,5,1312.02532333
2013-P-0116,5,1204.13451502
2013-P-1165,4,1176.58729108
2013-P-1166,4,1197.19019083
2013-P-1173,4,1128.56489189
2013-P-1179,4,1214.76689088
2013-P-1183,4,1178.80901322
2013-P-0012,2,972.129487183
2013-P-0120,2,974.175151539
2013-P-1207,4,1221.02354296
2013-P-1212,4,1175.55996951
2013-P-1213,4,1115.51606904
2013-P-1214,2,961.667085907
2013-P-1216,2,879.733105174
2013-P-0122,5,1262.57577822
2013-P-1222,2,954.34347245
2013-P-1225,4,1181.13017009
2013-P-1227,5,1357.69133288
2013-P-1228,4,1207.47627026
2013-P-0123,5,1057.97137728
2013-P-1231,4,863.712509754
2013-P-1232,4,1168.68306197
2013-P-1238,4,887.002812099
2013-P-1244,4,1218.01265062
2013-P-1248,4,1160.31301491
2013-P-1249,4,1132.69456997
2013-P-1255,4,1192.91000138
2013-P-1261,4,1224.12637879
2013-P-1262,4,1234.07016958
2013-P-1268,4,1233.28691107
2013-P-1269,4,1187.6822262
2013-P-1273,4,1229.43221103
2013-P-1278,2,883.905936711
2013-P-0128,5,1279.84810933
2013-P-1281,5,1328.24060301
2013-P-1282,4,1237.68541332
2013-P-1288,4,1203.12539465
2013-P-1289,4,1198.31991086
2013-P-1292,4,1189.41152828
2013-P-1299,4,1232.1148594
2013-P-0130,5,1375.40033887
2013-P-1301,4,1227.05600914
2013-P-1309,2,966.824505883
2013-P-1310,4,1174.15456382
2013-P-1311,4,1226.59665313
2013-P-1313,2,894.154059989
2013-P-1315,4,1175.0885948
2013-P-1327,4,1233.84910204
2013-P-1329,4,1104.15335699
2013-P-1331,5,1328.92347852
2013-P-1332,2,937.445496116
2013-P-1334,4,1109.01697299
2013-P-1335,4,1211.34143433
2013-P-1336,4,986.524323202
2013-P-1341,2,958.619731141
2013-P-1342,4,1203.61588525
2013-P-1349,4,1169.23575143
2013-P-1352,4,1129.85352861
2013-P-1360,4,1091.30735015
2013-P-1363,2,907.477786969
2013-P-1365,4,1196.73734977
2013-P-1368,4,877.099822021
2013-P-1378,4,1217.30939728
2013-P-0138,2,958.479505973
2013-P-1380,4,1178.38977231
2013-P-1388,2,956.528083275
2013-P-1389,4,1193.64983985
2013-P-1390,4,1142.55461652
2013-P-1399,4,1200.49353798
2013-P-1400,4,1222.81705544
2013-P-1401,4,1083.49643818
2013-P-1403,4,1166.68162294
2013-P-1406,4,1223.45067069
2013-P-1407,4,1107.70995463
2013-P-1409,4,1216.98272605
2013-P-0141,5,1240.88455527
2013-P-1410,4,1121.34919042
2013-P-1414,4,1208.15616755
2013-P-1415,4,1092.88015719
2013-P-0142,5,905.300173031
2013-P-1423,4,1183.349389
2013-P-1424,4,1086.66933942
2013-P-1430,4,1151.23858922
2013-P-1431,4,1211.46266427
2013-P-1434,4,1109.78859167
2013-P-1437,2,950.496863267
2013-P-1443,4,1208.17645162
2013-P-1444,4,1153.30869563
2013-P-1450,4,1176.46859421
2013-P-1451,4,1168.87645579
2013-P-1452,4,1172.58036997
2013-P-1453,4,1185.86968694
2013-P-1457,4,1195.01657409
2013-P-1458,4,925.421483445
2013-P-1459,4,1186.19806517
2013-P-1467,4,1186.6468099
2013-P-1468,4,1205.11839022
2013-P-1472,4,1167.38593672
2013-P-1482,4,1183.19982592
2013-P-1487,4,1164.62698704
2013-P-1492,4,1239.47297746
2013-P-1496,4,1214.40293518
2013-P-0150,4,1140.7255785
2013-P-1504,4,1152.45408645
2013-P-1505,2,929.372259605
2013-P-1506,4,1156.66777647
2013-P-1511,4,1177.97701429
2013-P-1515,4,1218.77478032
2013-P-1516,4,1163.47007462
2013-P-1520,2,955.005748238
2013-P-1521,2,906.583602348
2013-P-1522,5,1315.00448081
2013-P-1523,4,1182.57648496
2013-P-1526,4,1231.14197249
2013-P-1527,4,1231.42977284
2013-P-1530,4,1185.66914801
2013-P-1532,4,1193.20008378
2013-P-1533,4,1193.70056485
2013-P-1541,4,1203.73679017
2013-P-1543,4,1214.29618905
2013-P-1546,4,1215.28394461
2013-P-1548,4,1231.62999019
2013-P-1549,4,1227.6358857
2013-P-0155,5,1275.77080845
2013-P-1551,2,946.284350579
2013-P-1552,4,1222.59244936
2013-P-1555,4,1031.56687129
2013-P-1557,5,1026.41529194
2013-P-1564,4,1232.01035701
2013-P-1569,4,1007.66954505
2013-P-0157,5,1295.27057991
2013-P-1571,4,1238.15990557
2013-P-1579,2,913.6023204
2013-P-0158,5,1385.6168988
2013-P-1580,4,1096.3445911
2013-P-1581,4,1184.92519599
2013-P-1582,2,934.822508663
2013-P-1594,2,960.160492805
2013-P-1597,4,1160.0400841
2013-P-1599,4,1196.64751537
2013-P-0160,2,949.44344306
2013-P-1602,4,1187.38477102
2013-P-1606,4,1226.5981646
2013-P-1607,4,1168.65129604
2013-P-1608,2,950.126095886
2013-P-1609,4,1184.95246229
2013-P-0161,5,1193.37426395
2013-P-1611,2,875.306565288
2013-P-1612,4,1094.16400997
2013-P-1615,4,1130.92856181
2013-P-1616,2,966.851641473
2013-P-0162,5,1233.93715957
2013-P-1626,4,1051.32096105
2013-P-1628,4,1201.72456475
2013-P-1639,2,937.164965141
2013-P-1640,4,1185.52026144
2013-P-1642,4,990.065114656
2013-P-1649,4,1200.01258207
2013-P-1651,4,1181.36066391
2013-P-1652,4,1214.11667131
2013-P-1654,4,1208.11063905
2013-P-1656,4,1135.74268331
2013-P-0166,4,1086.22400519
2013-P-1662,4,1182.27193994
2013-P-1667,4,1126.56550766
2013-P-1668,4,1223.82021914
2013-P-1669,4,1144.8794104
2013-P-1671,4,1170.42348595
2013-P-1672,4,1203.96660225
2013-P-1674,4,1240.96988064
2013-P-1682,2,919.115709904
2013-P-1684,2,949.173878405
2013-P-1686,4,1171.29214462
2013-P-1687,4,1203.90008003
2013-P-1689,4,943.889454482
2013-P-0169,5,1076.12904111
2013-P-1692,4,1191.55711427
2013-P-1693,4,1107.78037987
2013-P-1694,4,1209.66680313
2013-P-1699,4,1037.49288806
2013-P-1700,4,1214.59561066
2013-P-1702,4,1190.5793168
2013-P-1708,2,959.976678709
2013-P-1709,4,1236.135177
2013-P-1714,4,1153.55324551
2013-P-1715,2,958.42398285
2013-P-1717,4,1206.27564378
2013-P-1720,4,1089.45434984
2013-P-0173,2,926.720277936
2013-P-1730,4,1139.11285644
2013-P-1732,2,949.812593252
2013-P-1734,4,1231.21727915
2013-P-1735,2,964.878164116
2013-P-1736,4,1092.81029272
2013-P-1743,2,943.821124579
2013-P-1744,4,1195.1738218
2013-P-1745,4,1205.05759599
2013-P-1746,4,1214.90163973
2013-P-1753,4,1223.57745784
2013-P-1754,4,1200.00630355
2013-P-1755,4,1165.15756812
2013-P-1759,4,1242.06222117
2013-P-1760,4,1218.2147973
2013-P-1763,4,1234.71730588
2013-P-1766,4,1243.732508
2013-P-1771,2,947.409517706
2013-P-1774,2,952.283114938
2013-P-1775,4,1193.15039296
2013-P-1777,4,1201.41728405
2013-P-1795,4,1214.88255919
2013-P-1797,2,954.26580531
2013-P-1798,4,1238.55158404
2013-P-0180,2,963.980759824
2013-P-1801,2,909.091688718
2013-P-1802,4,1204.09127218
2013-P-1803,4,1214.2295821
2013-P-1804,2,931.866662096
2013-P-1809,4,1034.57608126
2013-P-0181,2,947.832479105
2013-P-1810,4,1226.8926054
2013-P-1812,2,877.71787035
2013-P-1813,4,1226.45951755
2013-P-1814,4,1212.35876804
2013-P-1818,2,961.15296957
2013-P-0182,5,1240.03688372
2013-P-1821,4,1215.20878617
2013-P-1822,2,961.364347226
2013-P-1823,4,1192.46162174
2013-P-1824,4,1237.44800744
2013-P-1828,4,1228.7109685
2013-P-1835,4,1196.98779262
2013-P-1838,4,988.839362198
2013-P-1839,4,1156.42509649
2013-P-1841,2,956.560736471
2013-P-1845,4,1208.54766909
2013-P-1846,2,944.751187089
2013-P-1852,4,967.172828869
2013-P-1856,4,1023.28542347
2013-P-1864,4,1220.10696376
2013-P-1872,4,1219.29819837
2013-P-1874,4,1237.70226388
2013-P-1876,4,1229.59051118
2013-P-1877,4,1215.16652786
2013-P-1878,2,943.877015935
2013-P-1879,2,924.126017898
2013-P-1883,4,1223.11042977
2013-P-1887,4,1231.12929566
2013-P-1905,4,1236.44227593
2013-P-1909,4,1215.80176468
2013-P-1916,4,1210.81673955
2013-P-1918,4,1198.10635844
2013-P-1919,2,920.413876346
2013-P-1920,4,1184.95776902
2013-P-1923,4,933.435399228
2013-P-0193,4,1165.02387989
2013-P-1934,4,1061.82096355
2013-P-1936,2,936.111331171
2013-P-1938,4,1207.36229933
2013-P-1939,4,1227.04464832
2013-P-0194,5,1292.28861
2013-P-1940,4,1227.51158758
2013-P-1941,4,1233.98300186
2013-P-1942,4,1222.59444938
2013-P-1944,4,1203.047258
2013-P-1946,4,1193.31874304
2013-P-1948,4,1212.83219667
2013-P-0195,4,1139.553559
2013-P-1950,4,1027.07199459
2013-P-1953,4,1175.94461725
2013-P-1956,4,1200.18205673
2013-P-1960,4,1229.82634524
2013-P-1964,2,906.522484805
2013-P-1966,4,1192.38186025
2013-P-1968,4,1231.29961641
2013-P-1970,4,1237.6308904
2013-P-1971,2,880.299562711
2013-P-1974,2,949.955675539
2013-P-1976,4,1185.73800952
2013-P-1978,4,1237.2689754
2013-P-0198,5,1301.75055039
2013-P-1981,4,1219.58424526
2013-P-1983,4,1241.47522385
2013-P-1984,4,1017.79193483
2013-P-1986,4,1202.62531658
2013-P-1989,2,956.595339974
2013-P-0199,5,1287.94747348
2013-P-2000,4,1207.37817956
2013-P-2001,2,872.489285803
2013-P-2005,4,1214.62475276
2013-P-2007,4,1241.34762023
2013-P-2009,4,1224.06636211
2013-P-2021,2,943.240893708
2013-P-2027,4,1199.71846481
2013-P-2029,4,1222.16246859
2013-P-0205,5,1215.59684068
2013-P-0207,5,1261.78675088
2013-P-0208,5,1322.74266262
2013-P-0021,5,1361.03089267
2013-P-0211,5,1347.33504221
2013-P-0212,5,1300.294383
2013-P-0022,4,1068.23639805
2013-P-0220,5,1261.44480561
2013-P-0222,5,1182.29018415
2013-P-0225,5,1320.23263099
2013-P-0226,2,946.721512133
2013-P-0229,5,1197.84921203
2013-P-0023,5,1242.66254548
2013-P-0236,2,962.397652823
2013-P-0238,5,1313.24139467
2013-P-0024,5,1318.44045687
2013-P-0240,4,1188.36970659
2013-P-0241,4,1124.61365085
2013-P-0253,5,1198.31661882
2013-P-0254,5,1364.21455706
2013-P-0255,2,931.304153571
2013-P-0258,4,1120.62258922
2013-P-0262,5,1306.66372715
2013-P-0263,4,1157.84267475
